CVE,CVSS3,EPSS,EPSS Percentile,Description,Date
CVE-2021-35395,9.8,0.93663,0.99836,Realtek AP-Router SDK HTTP web server boa contains a buffer overflow vulnerability due to unsafe copies of some overly long parameters submitted in the form that lead to denial-of-service (DoS).,2021-11-03
CVE-2020-11652,6.5,0.942,0.99913,SaltStack Salt contains a path traversal vulnerability in the salt-master process ClearFuncs which allows directory access to authenticated users. Salt users who follow fundamental internet security guidelines and best practices are not affected by this vulnerability.,2021-11-03
CVE-2020-11651,9.8,0.9439,0.99968,"SaltStack Salt contains an authentication bypass vulnerability in the salt-master process ClearFuncs due to improperly validating method calls. The vulnerability allows a remote user to access some methods without authentication, which can be used to retrieve user tokens from the salt master and/or run commands on salt minions. Salt users who follow fundamental internet security guidelines and best practices are not affected by this vulnerability.",2021-11-03
CVE-2020-16846,9.8,0.94387,0.99965,SaltStack Salt allows an unauthenticated user with network access to the Salt API to use shell injections to run code on the Salt API using the SSH client. This vulnerability affects any users running the Salt API.,2021-11-03
CVE-2018-2380,6.6,0.45321,0.97503,SAP Customer Relationship Management (CRM) contains a path traversal vulnerability that allows an attacker to exploit insufficient validation of path information provided by users.,2021-11-03
CVE-2020-6287,10.0,0.94395,0.9997,SAP NetWeaver Application Server Java Platforms contains a missing authentication for critical function vulnerability allowing unauthenticated access to execute configuration tasks and create administrative users.,2021-11-03
CVE-2020-6207,9.8,0.94274,0.99929,SAP Solution Manager User Experience Monitoring contains a missing authentication for critical function vulnerability which results in complete compromise of all SMDAgents connected to the Solution Manager.,2021-11-03
CVE-2019-16256,9.8,0.42681,0.97368,SIMalliance Toolbox Browser contains an command injection vulnerability that could allow remote attackers to retrieve location and IMEI information or execute a range of other attacks by modifying the attack message.,2021-11-03
CVE-2020-10148,9.8,0.94345,0.99949,SolarWinds Orion API contains an authentication bypass vulnerability that could allow a remote attacker to execute API commands.,2021-11-03
CVE-2021-35211,10.0,0.94139,0.99902,SolarWinds Serv-U contains an unspecified memory escape vulnerability which can allow for remote code execution.,2021-11-03
CVE-2020-10199,8.8,0.94379,0.99963,Sonatype Nexus Repository contains an unspecified vulnerability that allows for remote code execution.,2021-11-03
CVE-2021-20021,9.8,0.8495,0.99295,SonicWall Email Security contains an improper privilege management vulnerability that allows an attacker to create an administrative account by sending a crafted HTTP request to the remote host. This vulnerability has known usage in a SonicWall Email Security exploit chain along with CVE-2021-20022 and CVE-2021-20023 to achieve privilege escalation.,2021-11-03
CVE-2019-7481,7.5,0.94344,0.99948,SonicWall SMA100 contains a SQL injection vulnerability allowing an unauthenticated user to gain read-only access to unauthorized resources.,2021-11-03
CVE-2021-20022,7.2,0.46261,0.97557,SonicWall Email Security contains an unrestricted upload of file with dangerous type vulnerability that allows a post-authenticated attacker to upload a file to the remote host. This vulnerability has known usage in a SonicWall Email Security exploit chain along with CVE-2021-20021 and CVE-2021-20023 to achieve privilege escalation.,2021-11-03
CVE-2021-20023,4.9,0.67205,0.98491,SonicWall Email Security contains a path traversal vulnerability that allows a post-authenticated attacker to read files on the remote host. This vulnerability has known usage in a SonicWall Email Security exploit chain along with CVE-2021-20021 and CVE-2021-20022 to achieve privilege escalation.,2021-11-03
CVE-2021-20016,9.8,0.80445,0.99085,SonicWall SSLVPN SMA100 contains a SQL injection vulnerability that allows remote exploitation for credential access by an unauthenticated attacker.,2021-11-03
CVE-2020-12271,9.8,0.83191,0.99216,"Sophos Firewall operating system (SFOS) firmware contains a SQL injection vulnerability when configured with either the administration (HTTPS) service or the User Portal is exposed on the WAN zone. Successful exploitation may cause remote code execution to exfiltrate usernames and hashed passwords for the local device admin(s), portal admins, and user accounts used for remote access (but not external Active Directory or LDAP passwords).",2021-11-03
CVE-2020-10181,9.8,0.29896,0.96472,Sumavision Enhanced Multimedia Router (EMR) contains a cross-site request forgery (CSRF) vulnerability allowing the creation of users with elevated privileges as administrator on a device.,2021-11-03
CVE-2019-18988,7.0,0.13242,0.93864,"TeamViewer Desktop allows for bypass of remote-login access control because the same AES key is used for different customers' installations. If an attacker were to know this key, they could decrypt protected information stored in registry or configuration files or decryption of the Unattended Access password to the system (which allows for remote login to the system).",2021-11-03
CVE-2021-31755,9.8,0.9423,0.99918,Tenda AC11 devices contain a stack buffer overflow vulnerability in /goform/setmac which allows attackers to execute code via a crafted post request.,2021-11-03
CVE-2020-10987,9.8,0.93271,0.99798,Tenda AC1900 Router AC15 Model contains an unspecified vulnerability that allows remote attackers to execute system commands via the deviceName POST parameter.,2021-11-03
CVE-2018-14558,9.8,0.81989,0.99158,"Tenda AC7, AC9, and AC10 devices contain a command injection vulnerability due to  the ""formsetUsbUnload"" function executes a dosystemCmd function with untrusted input. Successful exploitation allows an attacker to execute OS commands via a crafted goform/setUsbUnload request.",2021-11-03
CVE-2018-20062,9.8,0.94306,0.99937,"ThinkPHP ""noneCms"" contains an unspecified vulnerability that allows for remote code execution through crafted use of the filter parameter.",2021-11-03
CVE-2019-9082,8.8,0.94147,0.99904,ThinkPHP contains an unspecified vulnerability that allows for remote code execution via public//?s=index/\think\app/invokefunction&function=call_user_func_array&vars[0]=system&vars[1][]= followed by the command.,2021-11-03
CVE-2019-18187,7.5,0.71916,0.98677,"Trend Micro OfficeScan contains a directory traversal vulnerability by extracting files from a zip file to a specific folder on the OfficeScan server, leading to remote code execution.",2021-11-03
CVE-2020-8467,8.8,0.07689,0.91524,Trend Micro Apex One and OfficeScan contain an unspecified vulnerability within a migration tool component that allows for remote code execution.,2021-11-03
CVE-2020-8468,8.8,0.04484,0.88676,"Trend Micro Apex One, OfficeScan, and Worry-Free Business Security agents contain a content validation escape vulnerability that could allow an attacker to manipulate certain agent client components.",2021-11-03
CVE-2020-24557,7.8,0.01017,0.76244,"Trend Micro Apex One, OfficeScan, and Worry-Free Business Security on Microsoft Windows contain an improper access control vulnerability that may allow an attacker to manipulate a particular product folder to disable the security temporarily, abuse a specific Windows function, and attain privilege escalation.",2021-11-03
CVE-2020-8599,9.8,0.5842,0.98111,Trend Micro Apex One and OfficeScan server contain a vulnerable EXE file that could allow a remote attacker to write data to a path on affected installations and bypass root login.,2021-11-03
CVE-2021-36742,7.8,0.01032,0.76402,"Trend Micro Apex One, Apex One as a Service, and Worry-Free Business Security contain an improper input validation vulnerability that allows for privilege escalation.",2021-11-03
CVE-2021-36741,8.8,0.00799,0.73046,"Trend Micro Apex One, Apex One as a Service, and Worry-Free Business Security contain an improper input validation vulnerability that allows a remote attacker to upload files.",2021-11-03
CVE-2019-20085,7.5,0.93964,0.99874,TVT devices utilizing NVMS-1000 software contain a directory traversal vulnerability via GET /.. requests.,2021-11-03
CVE-2020-5849,7.5,0.9371,0.99841,Unraid contains an authentication bypass vulnerability that allows attackers to gain access to the administrative interface. This CVE is chainable with CVE-2020-5847 for remote code execution.,2021-11-03
CVE-2020-5847,9.8,0.9351,0.99819,Unraid contains a vulnerability due to the insecure use of the extract PHP function that can be abused to execute remote code as root. This CVE is chainable with CVE-2020-5849 for initial access.,2021-11-03
CVE-2019-16759,9.8,0.94407,0.99974,The PHP module within vBulletin contains an unspecified vulnerability that allows for remote code execution via the widgetConfig[code] parameter in an ajax/render/widget_php routestring request.,2021-11-03
CVE-2020-17496,9.8,0.94036,0.99887,The PHP module within vBulletin contains an unspecified vulnerability that allows for remote code execution via crafted subWidgets data in an ajax/render/widget_tabbedcontainer_tab_panel request. This CVE ID resolves an incomplete patch for CVE-2019-16759.,2021-11-03
CVE-2019-5544,9.8,0.93038,0.99771,VMware ESXi and Horizon Desktop as a Service (DaaS) OpenSLP contains a heap-based buffer overflow vulnerability that allows an attacker with network access to port 427 to overwrite the heap of the OpenSLP service to perform remote code execution.,2021-11-03
CVE-2020-3992,9.8,0.90416,0.99584,VMware ESXi OpenSLP contains a use-after-free vulnerability that allows an attacker residing in the management network with access to port 427 to perform remote code execution.,2021-11-03
CVE-2020-3950,7.8,0.10737,0.93039,"VMware Fusion, Remote Console (VMRC) for Mac, and Horizon Client for Mac contain a privilege escalation vulnerability due to improper use of setuid binaries that allows attackers to escalate privileges to root.",2021-11-03
